"cells","samples","cell.types","treatment.group","Cohort","no.of.genes","no.of.reads"
"cy106_CD45neg_CD90neg_S316","Mel106","Mal","post.treatment","New",4429,2480382
"cy105_CD45pos_calceinpos_S75","Mel105","T.CD8","treatment.naive","New",4428,747244
"cy105_CD45pos_calceinpos_S49","Mel105","T.CD8","treatment.naive","New",2843,139546
"cy105_CD45pos_calceinpos_S3","Mel105","T.CD4","treatment.naive","New",3091,71286
"cy106_CD45pos_S261","Mel106","T.CD4","post.treatment","New",4179,411837
"cy105_CD45pos_calceinpos_S76","Mel105","T.CD8","treatment.naive","New",3840,537889
"cy106_CD45pos_S237","Mel106","B.cell","post.treatment","New",3752,663157
"cy105_CD45pos_calceinpos_S95","Mel105","T.CD8","treatment.naive","New",4335,388094
"cy105_CD45pos_calceinpos_S45","Mel105","T.cell","treatment.naive","New",2893,115496
"cy105_CD45pos_calceinpos_S6","Mel105","T.cell","treatment.naive","New",3998,461685
"cy106_CD45pos_S256","Mel106","T.cell","post.treatment","New",3731,626487
"cy105_CD45pos_calceinpos_S33","Mel105","T.CD4","treatment.naive","New",2860,148825
"cy105_CD45pos_calceinpos_S89","Mel105","Macrophage","treatment.naive","New",5969,1384511
"cy105_CD45pos_calceinpos_S93","Mel105","Macrophage","treatment.naive","New",5690,929127
"cy106_CD45neg_CD90neg_S292","Mel106","Mal","post.treatment","New",3377,2385864
"cy105_CD45pos_calceinpos_S77","Mel105","T.CD4","treatment.naive","New",3858,479140
"cy106_CD45pos_S216","Mel106","T.cell","post.treatment","New",2992,469268
"cy105_CD45pos_calceinpos_S73","Mel105","T.CD4","treatment.naive","New",4048,272422
"cy105_CD45neg_calceinpos_S192","Mel105","Endo.","treatment.naive","New",4969,510347
"cy105_CD45pos_calceinpos_S82","Mel105","T.cell","treatment.naive","New",2964,137331
"cy105_CD45pos_calceinpos_S37","Mel105","T.CD8","treatment.naive","New",4614,697018
"cy106_CD45neg_CD90neg_S355","Mel106","Mal","post.treatment","New",3952,3631565
"cy106_CD45pos_S234","Mel106","B.cell","post.treatment","New",3450,792860
"cy105_CD45pos_calceinpos_S31","Mel105","NK","treatment.naive","New",3922,416133
"cy105_CD45pos_calceinpos_S14","Mel105","T.CD4","treatment.naive","New",4456,375909
"cy105_CD45neg_calceinpos_S190","Mel105","?","treatment.naive","New",1736,116319
"cy105_CD45pos_calceinpos_S92","Mel105","B.cell","treatment.naive","New",2951,164388
"cy105_CD45pos_calceinpos_S23","Mel105","T.CD8","treatment.naive","New",2043,44135
"cy105_CD45pos_calceinpos_S53","Mel105","Macrophage","treatment.naive","New",5130,928623
"cy106_CD45pos_S197","Mel106","T.CD8","post.treatment","New",3349,447905
"cy105_CD45neg_calceinpos_S132","Mel105","Endo.","treatment.naive","New",2955,501140
"cy106_CD45neg_CD90neg_S336","Mel106","Mal","post.treatment","New",2163,895737
"cy106_CD45pos_S285","Mel106","T.cell","post.treatment","New",3834,540839
"cy106_CD45pos_S231","Mel106","T.cell","post.treatment","New",3037,791868
"cy105_CD45pos_calceinpos_S69","Mel105","T.CD8","treatment.naive","New",4654,373637
"cy106_CD45neg_CD90neg_S317","Mel106","CAF","post.treatment","New",1851,859197
"cy105_CD45pos_calceinpos_S27","Mel105","T.CD4","treatment.naive","New",4850,964670
"cy105_CD45pos_calceinpos_S84","Mel105","B.cell","treatment.naive","New",3458,228631
"cy105_CD45pos_calceinpos_S60","Mel105","T.CD4","treatment.naive","New",4227,330818
"cy105_CD45pos_calceinpos_S8","Mel105","B.cell","treatment.naive","New",2560,65086
"cy105_CD45pos_calceinpos_S42","Mel105","T.CD8","treatment.naive","New",3701,392820
"cy106_CD45neg_CD90neg_S321","Mel106","Mal","post.treatment","New",4871,1402027
"cy106_CD45neg_CD90neg_S289_13","Mel106","?","post.treatment","New",2195,3072416
"cy105_CD45pos_calceinpos_S28","Mel105","B.cell","treatment.naive","New",4156,696673
"cy105_CD45neg_calceinpos_S189","Mel105","?","treatment.naive","New",2730,698138
"cy105_CD45pos_calceinpos_S38","Mel105","B.cell","treatment.naive","New",4209,396227
"cy105_CD45pos_calceinpos_S26","Mel105","T.CD4","treatment.naive","New",3456,188125
"cy105_CD45pos_calceinpos_S2","Mel105","T.CD4","treatment.naive","New",4162,78876
"cy106_CD45pos_S275","Mel106","T.CD4","post.treatment","New",3123,409269
"cy105_CD45neg_calceinpos_S118","Mel105","CAF","treatment.naive","New",1756,105340
"cy105_CD45pos_calceinpos_S19","Mel105","T.cell","treatment.naive","New",4361,182758
"cy106_CD45neg_CD90neg_S300","Mel106","Mal","post.treatment","New",4401,1073020
"cy105_CD45pos_calceinpos_S25","Mel105","T.CD4","treatment.naive","New",3435,191618
"cy105_CD45pos_calceinpos_S91","Mel105","B.cell","treatment.naive","New",3978,464112
"cy106_CD45pos_S260","Mel106","T.CD4","post.treatment","New",4511,979188
"cy105_CD45pos_calceinpos_S59","Mel105","T.CD4","treatment.naive","New",4330,356160
"cy106_CD45pos_S283","Mel106","B.cell","post.treatment","New",4223,840726
"cy105_CD45pos_calceinpos_S78","Mel105","T.CD4","treatment.naive","New",3390,426467
"cy105_CD45pos_calceinpos_S7","Mel105","T.cell","treatment.naive","New",4366,383401
"cy106_CD45pos_S254","Mel106","B.cell","post.treatment","New",4527,795317
"cy105_CD45pos_calceinpos_S66","Mel105","T.cell","treatment.naive","New",3608,457265
"cy106_CD45pos_S273","Mel106","B.cell","post.treatment","New",4293,838459
"cy106_CD45pos_S222","Mel106","B.cell","post.treatment","New",4178,951259
"cy105_CD45pos_calceinpos_S79","Mel105","T.CD4","treatment.naive","New",3704,405111
"cy106_CD45pos_S210","Mel106","B.cell","post.treatment","New",4253,855822
"cy106_CD45neg_CD90neg_S313","Mel106","Mal","post.treatment","New",3733,3464993
"cy105_CD45pos_calceinpos_S81","Mel105","T.cell","treatment.naive","New",3709,404533
"cy105_CD45pos_calceinpos_S64","Mel105","T.CD8","treatment.naive","New",3884,562059
"cy106_CD45neg_CD90neg_S365_14","Mel106","Mal","post.treatment","New",3853,1939443
"cy105_CD45neg_calceinpos_S130","Mel105","Endo.","treatment.naive","New",5216,375105
"cy106_CD45pos_S235","Mel106","B.cell","post.treatment","New",3677,621523
"cy106_CD45neg_CD90neg_S357_15","Mel106","CAF","post.treatment","New",3742,3538296
"cy105_CD45pos_calceinpos_S11","Mel105","T.cell","treatment.naive","New",3202,180279
"cy105_CD45neg_calceinpos_S182","Mel105","Endo.","treatment.naive","New",6072,981583
"cy105_CD45pos_calceinpos_S56","Mel105","T.CD4","treatment.naive","New",3459,236977
"cy106_CD45pos_S208","Mel106","B.cell","post.treatment","New",3897,1410941
"cy106_CD45neg_CD90neg_S354","Mel106","Mal","post.treatment","New",3384,1864382
"cy105_CD45pos_calceinpos_S40","Mel105","T.CD4","treatment.naive","New",3940,646008
"cy106_CD45pos_S282","Mel106","T.cell","post.treatment","New",4043,1041586
"cy105_CD45pos_calceinpos_S5","Mel105","T.CD8","treatment.naive","New",4086,304444
"cy105_CD45pos_calceinpos_S96","Mel105","T.CD8","treatment.naive","New",2732,164253
"cy106_CD45pos_S230","Mel106","B.cell","post.treatment","New",3768,838841
"cy105_CD45neg_calceinpos_S191","Mel105","Endo.","treatment.naive","New",5465,609827
"cy105_CD45pos_calceinpos_S50","Mel105","B.cell","treatment.naive","New",4137,506821
"cy106_CD45pos_S248","Mel106","T.CD4","post.treatment","New",3585,253961
"cy105_CD45pos_calceinpos_S52","Mel105","T.cell","treatment.naive","New",4146,583071
"cy105_CD45neg_calceinpos_S131","Mel105","?","treatment.naive","New",3217,611300
"cy105_CD45pos_calceinpos_S39","Mel105","T.CD4","treatment.naive","New",3987,464672
"cy105_CD45pos_calceinpos_S17","Mel105","T.CD8","treatment.naive","New",3971,347798
"cy106_CD45pos_S264","Mel106","T.cell","post.treatment","New",4023,1170741
"cy105_CD45pos_calceinpos_S87","Mel105","T.CD8","treatment.naive","New",4158,611390
"cy105_CD45pos_calceinpos_S29","Mel105","T.CD4","treatment.naive","New",4041,620167
"cy105_CD45pos_calceinpos_S51","Mel105","T.cell","treatment.naive","New",4349,590786
"cy105_CD45pos_calceinpos_S1","Mel105","T.CD4","treatment.naive","New",4651,385375
"cy105_CD45neg_calceinpos_S108","Mel105","?","treatment.naive","New",4527,399767
"cy106_CD45pos_S252","Mel106","T.cell","post.treatment","New",3191,248449
"cy106_CD45neg_CD90neg_S380","Mel106","Mal","post.treatment","New",3130,2714249
"cy105_CD45pos_calceinpos_S86","Mel105","T.CD4","treatment.naive","New",4502,345439
"cy106_CD45pos_S242","Mel106","B.cell","post.treatment","New",4972,1274658
"cy105_CD45pos_calceinpos_S18","Mel105","T.CD8","treatment.naive","New",5201,912998
"cy106_CD45neg_CD90neg_S350","Mel106","Mal","post.treatment","New",2858,1783696
"cy106_CD45neg_CD90neg_S344_16","Mel106","Mal","post.treatment","New",2274,2569863
"cy106_CD45pos_S215","Mel106","T.cell","post.treatment","New",2686,222263
"cy106_CD45pos_S193","Mel106","T.CD4","post.treatment","New",5679,1138877
"cy105_CD45pos_calceinpos_S70","Mel105","T.cell","treatment.naive","New",3363,179992
"cy106_CD45pos_S262","Mel106","B.cell","post.treatment","New",2329,54712
"cy106_CD45neg_CD90neg_S306_17","Mel106","Mal","post.treatment","New",3247,2924943
"cy106_CD45pos_S249","Mel106","T.CD4","post.treatment","New",4972,572626
"cy106_CD45pos_S251","Mel106","T.cell","post.treatment","New",3602,467234
"cy106_CD45pos_S250","Mel106","B.cell","post.treatment","New",3784,704292
"cy106_CD45pos_S201","Mel106","T.cell","post.treatment","New",3670,643587
"cy105_CD45pos_calceinpos_S30","Mel105","NK","treatment.naive","New",3918,497703
"cy106_CD45pos_S244","Mel106","T.cell","post.treatment","New",2884,148516
"cy105_CD45pos_calceinpos_S85","Mel105","T.CD4","treatment.naive","New",4296,635622
"cy106_CD45neg_CD90neg_S295","Mel106","Mal","post.treatment","New",2156,1159494
"cy105_CD45pos_calceinpos_S55","Mel105","T.cell","treatment.naive","New",3926,505584
"cy105_CD45pos_calceinpos_S83","Mel105","B.cell","treatment.naive","New",4475,628993
"cy105_CD45pos_calceinpos_S62","Mel105","T.CD8","treatment.naive","New",4533,587835
"cy106_CD45neg_CD90neg_S368","Mel106","Mal","post.treatment","New",1919,2136997
"cy110_CD45neg_CD90neg_S12","Mel110","Mal","post.treatment","New",7884,423887
"cy110_CD45neg_CD90neg_S60","Mel110","Mal","post.treatment","New",8306,821111
"cy110_CD45neg_CD90neg_S56","Mel110","Mal","post.treatment","New",7805,1038467
"cy110_CD45neg_CD90neg_S86","Mel110","Mal","post.treatment","New",7594,369799
"cy98_CD45pos_1_S202","Mel98","T.CD8","post.treatment","New",4768,1280604
"cy112_CD45neg_CD90neg_S128","Mel112","Mal","treatment.naive","New",2163,3027166
"cy98_CD45pos_1_S200","Mel98","T.CD8","post.treatment","New",5173,1285769
"cy98_CD45pos_2_S310","Mel98","Macrophage","post.treatment","New",4803,891408
"cy98_CD45pos_2_S318","Mel98","T.CD8","post.treatment","New",3618,276680
"cy98_CD45pos_1_S231","Mel98","T.cell","post.treatment","New",4177,593510
"cy98_CD45pos_2_S319","Mel98","NK","post.treatment","New",4066,489359
"cy112_CD45neg_CD90neg_S112","Mel112","CAF","treatment.naive","New",7306,4174766
"cy110_CD45neg_CD90neg_S11","Mel110","Mal","post.treatment","New",6924,158576
"cy110_CD45neg_CD90neg_S29","Mel110","Mal","post.treatment","New",3002,10810
"cy112_CD45neg_CD90neg_S137","Mel112","Mal","treatment.naive","New",2633,3863311
"cy98_CD45pos_2_S347","Mel98","T.cell","post.treatment","New",2937,190074
"cy110_CD45neg_CD90neg_S45","Mel110","Mal","post.treatment","New",6314,105762
"cy98_CD45pos_2_S326","Mel98","T.CD8","post.treatment","New",4259,623225
"cy98_CD45pos_2_S376","Mel98","T.CD4","post.treatment","New",4387,808973
"cy98_CD45pos_2_S304","Mel98","T.CD8","post.treatment","New",3723,535869
"cy98_CD45pos_2_S315","Mel98","T.CD8","post.treatment","New",4521,611532
"cy98_CD45pos_2_S349","Mel98","T.CD8","post.treatment","New",3761,711744
"cy98_CD45pos_2_S362","Mel98","T.cell","post.treatment","New",3527,191432
"cy98_CD45pos_1_S233","Mel98","Macrophage","post.treatment","New",3859,617449
"cy110_CD45neg_CD90neg_S72","Mel110","Mal","post.treatment","New",7033,346167
"cy98_CD45pos_1_S197","Mel98","T.CD8","post.treatment","New",4398,829698
"cy98_CD45pos_1_S223","Mel98","Macrophage","post.treatment","New",5744,1433613
"cy98_CD45pos_1_S201","Mel98","T.cell","post.treatment","New",4225,542769
"cy110_CD45neg_CD90neg_S8","Mel110","Mal","post.treatment","New",4976,44811
"cy98_CD45pos_2_S369","Mel98","T.cell","post.treatment","New",4126,455537
"cy110_CD45neg_CD90neg_S35","Mel110","Mal","post.treatment","New",6936,166455
"cy98_CD45pos_1_S240","Mel98","?","post.treatment","New",1992,577961
"cy110_CD45neg_CD90neg_S42","Mel110","Mal","post.treatment","New",5631,69119
"cy98_CD45pos_2_S382","Mel98","T.CD8","post.treatment","New",4725,881165
"cy98_CD45pos_1_S237","Mel98","T.CD4","post.treatment","New",3508,452305
"cy98_CD45pos_2_S295","Mel98","T.CD8","post.treatment","New",3677,341253
"cy98_CD45pos_1_S236","Mel98","T.cell","post.treatment","New",3345,553606
"cy98_CD45pos_1_S208","Mel98","T.cell","post.treatment","New",4640,1212666
"cy112_CD45neg_CD90neg_S121","Mel112","CAF","treatment.naive","New",2408,3232491
"cy112_CD45neg_CD90neg_S143","Mel112","CAF","treatment.naive","New",2704,4713048
"cy110_CD45neg_CD90neg_S52","Mel110","Mal","post.treatment","New",9197,2799530
"cy98_CD45pos_2_S345","Mel98","T.CD4","post.treatment","New",4860,768316
"cy110_CD45neg_CD90neg_S61","Mel110","Mal","post.treatment","New",6265,137558
"cy98_CD45pos_2_S375","Mel98","T.CD8","post.treatment","New",3746,515546
"cy98_CD45pos_2_S339","Mel98","Macrophage","post.treatment","New",5738,839247
"cy112_CD45neg_CD90neg_S110","Mel112","Mal","treatment.naive","New",7551,3123986
"cy98_CD45pos_2_S312","Mel98","T.cell","post.treatment","New",3840,618302
"cy98_CD45pos_2_S327","Mel98","T.CD8","post.treatment","New",5176,465539
"cy98_CD45pos_2_S308","Mel98","T.cell","post.treatment","New",3637,338579
"cy98_CD45pos_2_S305","Mel98","T.CD8","post.treatment","New",4142,515177
"cy98_CD45pos_2_S378","Mel98","T.CD8","post.treatment","New",3433,288516
"cy98_CD45pos_2_S329","Mel98","T.CD8","post.treatment","New",4281,478757
"cy98_CD45pos_2_S332","Mel98","Macrophage","post.treatment","New",2768,946169
"cy98_CD45pos_1_S198","Mel98","T.CD8","post.treatment","New",4305,799123
"cy110_CD45neg_CD90neg_S7","Mel110","Mal","post.treatment","New",6220,101182
"cy98_CD45pos_2_S293","Mel98","T.CD8","post.treatment","New",3825,530194
"cy98_CD45pos_1_S212","Mel98","T.CD8","post.treatment","New",4511,1197713
"cy110_CD45neg_CD90neg_S34","Mel110","Mal","post.treatment","New",6451,110025
"cy112_CD45neg_CD90neg_S126","Mel112","Mal","treatment.naive","New",3801,4087372
"cy98_CD45pos_2_S309","Mel98","T.CD4","post.treatment","New",4507,862978
"cy110_CD45neg_CD90neg_S46","Mel110","Mal","post.treatment","New",5632,92768
"cy110_CD45neg_CD90neg_S78","Mel110","Mal","post.treatment","New",8123,626535
"cy98_CD45pos_2_S323","Mel98","T.cell","post.treatment","New",3311,548216
"cy98_CD45pos_1_S216","Mel98","T.cell","post.treatment","New",4155,848574
"cy98_CD45pos_2_S313","Mel98","T.cell","post.treatment","New",3745,633617
"cy98_CD45pos_1_S209","Mel98","Macrophage","post.treatment","New",4902,1609937
"cy98_CD45pos_2_S351","Mel98","Macrophage","post.treatment","New",5629,1031350
"cy98_CD45pos_2_S301","Mel98","T.CD8","post.treatment","New",4252,893643
"cy98_CD45pos_1_S219","Mel98","T.CD8","post.treatment","New",5285,1729435
"cy110_CD45neg_CD90neg_S62","Mel110","Mal","post.treatment","New",7688,341196
"cy98_CD45pos_2_S334","Mel98","T.CD8","post.treatment","New",3928,487908
"cy98_CD45pos_2_S303","Mel98","T.cell","post.treatment","New",3970,559188
"cy98_CD45pos_2_S352","Mel98","T.CD8","post.treatment","New",4117,717815
"cy98_CD45pos_2_S292","Mel98","Macrophage","post.treatment","New",5227,961365
"cy98_CD45pos_2_S366","Mel98","T.CD4","post.treatment","New",3795,288268
"cy98_CD45pos_1_S204","Mel98","T.CD4","post.treatment","New",4662,1030421
"cy112_CD45neg_CD90neg_S170","Mel112","Mal","treatment.naive","New",2064,3359737
"cy98_CD45pos_2_S290","Mel98","T.CD8","post.treatment","New",4374,714477
"cy98_CD45pos_1_S218","Mel98","Macrophage","post.treatment","New",7422,2619664
"cy98_CD45pos_2_S360","Mel98","T.cell","post.treatment","New",4011,440545
"cy98_CD45pos_1_S210","Mel98","T.CD8","post.treatment","New",4532,1392767
"cy98_CD45pos_2_S344","Mel98","T.CD8","post.treatment","New",3521,254695
"cy98_CD45pos_2_S335","Mel98","T.CD8","post.treatment","New",4330,617018
"cy110_CD45neg_CD90neg_S74","Mel110","Mal","post.treatment","New",7930,665304
"cy110_CD45neg_CD90neg_S26","Mel110","Mal","post.treatment","New",4380,86511
"cy112_CD45neg_CD90neg_S171_18","Mel112","CAF","treatment.naive","New",7266,4057979
"cy98_CD45pos_2_S299","Mel98","T.CD8","post.treatment","New",5205,652238
"cy110_CD45neg_CD90neg_S17","Mel110","Mal","post.treatment","New",2790,10763
"cy98_CD45pos_2_S297","Mel98","Macrophage","post.treatment","New",5192,785222
"cy98_CD45pos_1_S215","Mel98","T.CD4","post.treatment","New",4688,1127492
"cy98_CD45pos_2_S314","Mel98","T.CD4","post.treatment","New",5932,1141877
"cy98_CD45pos_2_S380","Mel98","Macrophage","post.treatment","New",5193,874343
"cy98_CD45pos_1_S195","Mel98","T.CD8","post.treatment","New",4798,1272492
"cy98_CD45pos_2_S356","Mel98","T.CD8","post.treatment","New",4067,471667
"cy98_CD45pos_1_S213","Mel98","T.CD8","post.treatment","New",4428,888284
"cy98_CD45pos_2_S307","Mel98","T.cell","post.treatment","New",5240,724929
"cy98_CD45pos_2_S300","Mel98","T.CD8","post.treatment","New",4778,458827
"cy98_CD45pos_2_S336","Mel98","NK","post.treatment","New",4163,389731
"cy98_CD45pos_2_S331","Mel98","Macrophage","post.treatment","New",5994,690429
"cy98_CD45pos_1_S194","Mel98","T.CD8","post.treatment","New",6151,1960449
"cy110_CD45neg_CD90neg_S92","Mel110","Mal","post.treatment","New",7999,590606
"cy98_CD45pos_2_S365","Mel98","T.cell","post.treatment","New",4197,652246
